gene	log2FoldChange	padj
Gene11179	-0.228313177	0.450727683
Gene11180	-0.263809565	0.371912126
Gene11181	-0.110743414	0.779788658
Gene11182	-0.132569978	0.959773881
Gene11183	-0.113958957	0.768839098
Gene11184	-0.157673811	0.58015752
Gene11185	-1.54312205	0.018655121
Gene11186	-0.589687918	0.004250871
Gene11187	-0.035435281	0.868193807
Gene11188	-0.45319544	0.172259233
Gene11189	-0.17671802	0.452677078
Gene11190	-0.658786227	0.834895277
Gene11191	-1.315545648	0.051615585
Gene11192	-0.209079577	0.347308161
Gene11193	-0.192026212	0.511226825
Gene11194	-0.042829111	0.965590423
Gene11195	-0.356882598	0.066162413
Gene11196	-0.174336292	0.685833956
Gene11197	-0.225448624	0.449593083
Gene11198	-0.11186296	0.713705776
Gene11199	-0.321683413	0.896589475
Gene11200	-0.588628073	0.002833806
Gene11201	-2.702927265	0.355844184
Gene11202	-0.229005172	3.76E-01
Gene11203	-0.109666097	0.900314582
Gene11204	-0.495084119	0.112938497
Gene11205	-0.50921664	0.684819104
Gene11206	-0.298223866	0.121140774
Gene11207	-0.382230315	0.495195059
Gene11208	-0.751959988	0.031855673
Gene11209	-0.090189236	0.774153024
Gene11210	-1.874024241	0.003223201
Gene11211	-0.092322053	0.579629565
Gene11212	-0.025658093	0.964541577
Gene11213	-0.265628371	0.397076587
Gene11214	-0.727239945	0.029757932
Gene11215	-0.248978379	0.446932837
Gene11216	-0.015265463	0.959153657
Gene11217	-1.446990818	0.014594963
Gene11218	-0.118691931	0.616618081
Gene11219	-0.107065883	0.789671993
Gene11220	-0.340702873	0.210459788
Gene11221	-0.060780606	0.893703641
Gene11222	-0.558237236	0.122214645
Gene11223	-0.31859294	0.187878816
Gene11224	-0.347509519	0.725537997
Gene11225	-0.692190351	0.062713398
Gene11226	-0.777223033	0.039192701
Gene11227	-0.261083296	0.24473327
Gene11228	-0.276616717	0.2522582
Gene11229	-2.370289973	0.001389074
Gene11230	-1.107514358	0.057604081
Gene11231	-0.427143353	0.589517507
Gene11232	-0.623478226	0.121529028
Gene11233	-0.186876483	0.821683613
Gene11234	-0.434005561	0.258419916
Gene11235	-0.671287487	0.614205002
Gene11236	-0.566671708	0.236398084
Gene11237	-0.119789171	0.696724324
Gene11238	-0.985772194	0.538746546
Gene11239	-0.082228818	0.740241997
Gene11240	-0.146068375	0.697280076
Gene11241	-0.39136326	0.850441574
Gene11242	-0.427176663	0.393947545
Gene11243	-0.344546907	0.485133764
Gene11244	-0.61894924	0.474809736
Gene11245	-0.104715646	7.21E-01
Gene11246	-0.097031038	0.610149027
Gene11247	-0.142201753	0.754921831
Gene11248	-0.182870595	0.678102621
Gene11249	-0.256797667	0.552561183
Gene11250	-0.366426781	0.232151339
Gene11251	-0.479931469	0.625664942
Gene11252	-0.347612328	0.458434799
Gene11253	-0.051349882	0.85498116
Gene11254	-0.425934909	0.173731236
Gene11255	-0.32056864	0.763376031
Gene11256	-0.307835018	0.922177683
Gene11257	-0.274815939	0.29410062
Gene11258	-0.201347438	0.641120333
Gene11259	-0.705365094	0.023042754
Gene11260	-0.240156957	0.385107648
Gene11261	-0.339454785	0.511494583
Gene11262	-2.289695199	0.009168411
Gene11263	-0.311693663	0.832297843
Gene11264	-1.465966295	0.005683234
Gene11265	-0.168315298	0.605527521
Gene11266	-0.216816295	0.614379336
Gene11267	-0.105069311	0.583580552
Gene11268	-0.079088434	0.916144135
Gene11269	-0.033816604	9.18E-01
Gene11270	-0.196597134	0.638917248
Gene11271	-0.466622818	0.126295411
Gene11272	-0.176031416	0.598617791
Gene11273	-1.029408386	0.19033471
Gene11274	-0.063626603	0.704906718
Gene11275	-0.524312983	0.043586617
Gene11276	-0.108846711	0.724108869
Gene11277	-0.039272328	0.950047183
Gene11278	-0.449229941	0.433669348
Gene11279	-1.165975686	0.037876567
Gene11280	-0.677981658	0.380807123
Gene11281	-0.313582736	0.688506025
Gene11282	-1.039163037	0.009208616
Gene11283	-1.043571344	0.105591066
Gene11284	-0.144198437	0.671912838
Gene11285	-0.016714525	0.923631988
Gene11286	-0.409626688	0.4298709
Gene11287	-0.457284495	0.042843732
Gene11288	-0.294977681	9.19E-01
Gene11289	-0.063820485	0.780781233
Gene11290	-0.42272896	0.144450448
Gene11291	-2.445032408	0.430183344
Gene11292	-0.102527857	0.765940274
Gene11293	-0.441878355	0.08566078
Gene11294	-0.513176042	0.770393925
Gene11295	-1.367333899	0.006390771
Gene11296	-0.051531291	0.885713228
Gene11297	-0.213056964	0.14681374
Gene11298	-1.090993402	0.101870757
Gene11299	-0.365637081	0.047314684
Gene11300	-0.494509113	0.170996057
Gene11301	-0.439803975	0.228168181
Gene11302	-1.262230602	0.090609899
Gene11303	-0.192325454	5.38E-01
Gene11304	-0.931323866	0.162986247
Gene11305	-0.040758876	0.92585779
Gene11306	-0.133017313	0.888416089
Gene11307	-0.422342398	0.350282294
Gene11308	-0.548805798	0.679317467
Gene11309	-0.650888549	0.048684889
Gene11310	-0.577164094	0.553185143
Gene11311	-3.24840187	0.000568941
Gene11312	-2.392554436	0.299275799
Gene11313	-0.205776667	0.693699649
Gene11314	-0.088813013	0.79491094
Gene11315	-0.261941308	0.287199937
Gene11316	-0.131453171	0.561341703
Gene11317	-0.403080894	0.209975568
Gene11318	-0.219247694	0.584538713
Gene11319	-0.004122868	0.993902399
Gene11320	-0.572220957	0.22583495
Gene11321	-0.65154322	0.030725467
Gene11322	-0.290854796	0.650936569
Gene11323	-0.610264791	0.14958669
Gene11324	-0.686298101	0.2312972
Gene11325	-0.163833192	0.599824907
Gene11326	-0.034837084	0.895859674
Gene11327	-0.126215512	0.657145813
Gene11328	-0.315206877	0.457136762
Gene11329	-0.61574284	0.167765782
Gene11330	-0.094723512	0.736522652
Gene11331	-0.656277163	6.42E-02
Gene11332	-0.684716325	0.019029769
Gene11333	-0.343297193	0.298650571
Gene11334	-0.78533317	0.023393477
Gene11335	-0.932794516	0.046583617
Gene11336	-0.177938934	0.297194573
Gene11337	-0.805730871	0.075415464
Gene11338	-0.829418757	0.067689951
Gene11339	-0.201973822	0.463063061
Gene11340	-0.609997885	0.103283245
Gene11341	-0.240991708	0.393961661
Gene11342	-2.149464802	0.213674882
Gene11343	-0.292356762	0.45525485
Gene11344	-0.446328032	0.119988788
Gene11345	-0.415841193	0.101224314
Gene11346	-1.028278969	0.256050233
Gene11347	-0.075684244	0.831596767
Gene11348	-0.900182556	0.013758739
Gene11349	-0.601899927	0.278194078
Gene11350	-0.346304585	0.312644414
Gene11351	-0.189255985	0.605757691
Gene11352	-0.225519434	4.68E-01
Gene11353	-0.327766881	1.93E-01
Gene11354	-0.144819898	0.635780408
Gene11355	-0.260358226	0.316386435
Gene11356	-0.433336614	0.502020301
Gene11357	-0.193591657	0.736217974
Gene11358	-0.090473429	0.708400366
Gene11359	-1.204798748	0.170131679
Gene11360	-1.303414564	0.029715195
Gene11361	-0.304008598	0.186488029
Gene11362	-0.317099319	0.898511013
Gene11363	-0.491243364	0.397327554
Gene11364	-0.159721366	4.21E-01
Gene11365	-0.150004101	0.586326574
Gene11366	-0.854796843	0.090591164
Gene11367	-0.126005967	0.642479103
Gene11368	-0.313511373	0.311330622
Gene11369	-0.531781999	0.67409514
Gene11370	-0.124935333	6.08E-01
Gene11371	-0.084882581	0.905132487
Gene11372	-0.105332736	0.67018894
Gene11373	-0.466117373	0.167542795
Gene11374	-0.316160293	0.489907218
Gene11375	-0.695838923	0.04527791
Gene11376	-0.21999519	0.695283733
Gene11377	-0.174060753	0.781118087
Gene11378	-0.761830683	0.06073853
Gene11379	-0.546826581	0.23684775
Gene11380	-1.256758855	0.629508959
Gene11381	-0.285173941	0.391985859
Gene11382	-2.102519459	1
Gene11383	-1.046985368	0.015494701
Gene11384	-0.646838656	0.025565827
Gene11385	-0.434507813	0.390489102
Gene11386	-2.556538889	0.102112214
Gene11387	-0.142418952	0.676291276
Gene11388	-0.052118021	0.80741427
Gene11389	-0.294334131	0.188422009
Gene11390	-0.116723889	0.765107297
Gene11391	-0.025967257	0.923754257
Gene11392	-0.886461777	0.177161635
Gene11393	-0.823617622	0.392714588
Gene11394	-2.519897109	0.395350605
Gene11395	-0.047807613	0.88491111
Gene11396	-0.356750313	0.216647006
Gene11397	-0.144974916	0.679662912
Gene11398	-0.767646357	0.032746035
Gene11399	-0.125796989	0.485610288
Gene11400	-0.293949597	0.609295866
Gene11401	-0.305103149	0.526794553
Gene11402	-0.224003853	0.283938057
Gene11403	-0.085431699	0.691447134
Gene11404	-0.215043566	0.495708319
Gene11405	-0.483169784	0.146585906
Gene11406	-0.47267554	0.082768713
Gene11407	-0.731955636	0.064244012
Gene11408	-0.099626741	0.737189815
Gene11409	-1.170039568	0.085877886
Gene11410	-1.402982331	0.011194979
Gene11411	-0.10696836	0.835438136
Gene11412	-0.208606051	0.596181114
Gene11413	-2.122108253	0.011347045
Gene11414	-0.072449276	0.77704353
Gene11415	-0.07816119	0.849725423
Gene11416	-0.59680527	0.027501884
Gene11417	-1.058032234	0.030097154
Gene11418	-0.644637879	0.063373896
Gene11419	-2.327786106	0.009506422
Gene11420	-0.74464195	0.765606496
Gene11421	-0.613753406	0.14224054
Gene11422	-0.036621017	0.939645949
Gene11423	-0.262920602	0.392205725
Gene11424	-0.073395801	0.808252432
Gene11425	-1.507014933	0.10062222
Gene11426	-0.799964053	0.042902534
Gene11427	-0.687735	0.232862165
Gene11428	-0.279052742	0.314377401
Gene11429	-0.557355883	0.074099896
Gene11430	-0.921500446	0.028391811
Gene11431	-0.015818294	0.954650709
Gene11432	-0.30753627	0.521476817
Gene11433	-0.223858601	0.376354543
Gene11434	-0.394646212	0.847107706
Gene11435	-1.407517717	0.024740807
Gene11436	-0.474315238	0.45830385
Gene11437	-0.366893334	0.290179173
Gene11438	-0.08108596	0.951434834
Gene11439	-0.587097991	0.124627487
Gene11440	-0.063633854	0.774337409
Gene11441	-0.295870067	0.205734781
Gene11442	-0.128207987	0.661086602
Gene11443	-0.364978202	0.266067369
Gene11444	-0.223686746	0.463000068
Gene11445	-0.289318504	0.285381163
Gene11446	-0.344199411	0.209048429
Gene11447	-0.457073305	0.171362366
Gene11448	-0.235906844	0.250622617
Gene11449	-0.297360223	0.147912802
Gene11450	-0.026805256	0.904076396
Gene11451	-0.267694005	0.448677139
Gene11452	-0.054601124	0.907494996
Gene11453	-0.177188096	0.53057128
Gene11454	-0.122828857	0.835730319
Gene11455	-0.150684611	0.528121573
Gene11456	-3.21738938	0.01257238
Gene11457	-0.041973354	0.865997855
Gene11458	-0.005095164	0.983193805
Gene11459	-0.438775448	0.134663962
Gene11460	-0.14222398	0.713633254
Gene11461	-1.167450268	0.174864612
Gene11462	-0.392726875	0.176734311
Gene11463	-0.160336336	0.799598351
Gene11464	-2.028735611	0.003513096
Gene11465	-0.909209394	0.128644788
Gene11466	-0.224741458	0.629363507
Gene11467	-0.306755668	0.877809309
Gene11468	-0.129120093	0.868985419
Gene11469	-0.040147443	0.889855905
Gene11470	-0.003130613	0.994806452
Gene11471	-0.262062877	0.519261051
Gene11472	-0.569061101	0.856972286
Gene11473	-1.056525951	0.439233932
Gene11474	-0.6385931	0.067165324
Gene11475	-0.03553748	0.901553831
Gene11476	-0.700277197	0.049805292
Gene11477	-0.003725036	0.998705147
Gene11478	-0.280419477	0.41566669
Gene11479	-0.103426288	0.57810251
Gene11480	-0.543744627	0.147769085
Gene11481	-0.124478044	0.763162502
Gene11482	-0.131468718	0.641588473
Gene11483	-0.186951556	0.376438938
Gene11484	-0.215702724	0.372618724
Gene11485	-0.35574761	0.533481939
Gene11486	-0.800578721	0.112399832
Gene11487	-0.424592454	0.153671238
Gene11488	-1.076541705	0.012558582
Gene11489	-0.314567836	0.381598516
Gene11490	-0.833330886	0.048820387
Gene11491	-0.132238498	0.677153376
Gene11492	-0.026226193	0.930594063
Gene11493	-0.715791793	0.196623703
Gene11494	-3.528568205	1
Gene11495	-0.511095088	0.132568451
Gene11496	-0.403150201	0.527983374
Gene11497	-0.058700707	0.971786675
Gene11498	-0.238899562	0.392877785
Gene11499	-0.468069084	0.091934636
Gene11500	-0.614660268	0.017561527
Gene11501	-0.889891257	0.070443231
Gene11502	-1.154944783	0.166527388
Gene11503	-0.060029879	0.892341182
Gene11504	-1.570390813	0.042728853
Gene11505	-0.374698425	0.2198527
Gene11506	-0.065991726	0.904470271
Gene11507	-0.071864924	0.939134895
Gene11508	-0.377830929	0.768823299
Gene11509	-0.185399764	0.842158767
Gene11510	-0.562470201	0.682473034
Gene11511	-0.073679563	0.869098635
Gene11512	-0.437069669	0.310903285
Gene11513	-3.323416385	0.138955144
Gene11514	-1.758172576	0.005371498
Gene11515	-0.181245772	0.519035822
Gene11516	-0.138073161	0.620788292
Gene11517	-0.300600105	0.206348223
Gene11518	-0.486790657	0.507463863
Gene11519	-0.572735415	0.413571324
Gene11520	-0.123846311	0.591835631
Gene11521	-0.564410302	0.16380154
Gene11522	-0.183591092	0.404731759
Gene11523	-0.509247846	0.76963362
Gene11524	-0.035549838	0.973275259
Gene11525	-1.293055408	0.681928814
Gene11526	-1.076344893	0.010414892
Gene11527	-0.712145765	0.373238694
Gene11528	-0.402190997	0.074745086
Gene11529	-0.320898126	0.905843057
Gene11530	-0.097791384	0.900645154
Gene11531	-2.648210017	0.240761892
Gene11532	-0.272684121	0.331482832
Gene11533	-0.303408666	0.453001099
Gene11534	-0.401640385	0.151799266
Gene11535	-0.346723035	0.390621329
Gene11536	-0.7159711	0.189717364
Gene11537	-0.236345425	0.576009638
Gene11538	-0.750012911	0.228735922
Gene11539	-0.334775842	0.129445137
Gene11540	-0.509522177	0.120692419
Gene11541	-0.459126979	0.222697199
Gene11542	-0.454622313	0.43754016
Gene11543	-0.216969892	0.324947453
Gene11544	-0.321782387	0.491884038
Gene11545	-0.149535403	0.613247671
Gene11546	-0.006396439	0.978360395
Gene11547	-0.054882674	0.763675524
Gene11548	-0.491495175	0.297255422
Gene11549	-0.357610414	0.297807703
Gene11550	-0.450027617	1
Gene11551	-0.179756473	0.665790505
Gene11552	-0.053339241	0.839481505
Gene11553	-2.771707294	0.368906251
Gene11554	-1.628640226	0.005551946
Gene11555	-0.461142461	0.690353231
Gene11556	-0.51867626	0.134395383
Gene11557	-1.942709405	0.53471077
Gene11558	-0.042216998	0.890364648
Gene11559	-0.059410198	0.849938528
Gene11560	-0.275047625	0.282404207
Gene11561	-0.268368255	0.320726019
Gene11562	-0.304568763	0.207501274
Gene11563	-0.003564184	0.988659677
Gene11564	-0.046641334	0.85952258
Gene11565	-0.033382371	0.880830061
Gene11566	-0.404605435	0.524465136
Gene11567	-0.362592247	0.426824888
Gene11568	-0.054294235	0.873933554
Gene11569	-0.372902773	0.15898536
Gene11570	-0.240335559	0.292214125
Gene11571	-0.172295831	0.52324984
Gene11572	-0.388691591	0.120207912
Gene11573	-0.059914425	0.780563529
Gene11574	-0.070161747	0.877647516
Gene11575	-0.557218471	0.266619995
Gene11576	-0.235175159	0.280248488
Gene11577	-0.351719345	0.522326748
Gene11578	-1.151746515	7.14E-01
Gene11579	-0.02512405	0.951626076
Gene11580	-1.218756473	0.431804161
Gene11581	-0.658786227	0.834895277
Gene11582	-0.960229714	0.459888638
Gene11583	-0.408024128	0.145943482
Gene11584	-0.087173436	0.789229477
Gene11585	-0.0922766	0.946893566
Gene11586	-0.261186374	0.362568174
Gene11587	-0.67357232	0.057544939
Gene11588	-0.758101991	0.055078521
Gene11589	-0.492195404	0.19507988
Gene11590	-0.142898333	0.780413243
Gene11591	-0.149244241	0.529281443
Gene11592	-1.513881254	0.02927403
Gene11593	-0.182217097	7.51E-01
Gene11594	-0.026978368	0.948803784
Gene11595	-1.672631378	0.027069116
Gene11596	-0.037615187	0.861560177
Gene11597	-0.020856134	0.991262023
Gene11598	-0.276724205	0.420890152
Gene11599	-0.232039707	0.678875072
Gene11600	-0.599909803	0.056006395
Gene11601	-0.13920195	0.555241739
Gene11602	-1.12142572	0.623078569
Gene11603	-0.108615412	0.951673192
Gene11604	-0.424831703	0.121945117
Gene11605	-0.115437822	0.872426744
Gene11606	-0.323881048	0.128734779
Gene11607	-0.291794411	0.262005608
Gene11608	-0.535766583	0.410099981
Gene11609	-0.363406945	0.263188715
Gene11610	-0.540395196	0.076885489
Gene11611	-0.137427747	0.742662312
Gene11612	-0.146301703	0.655179836
Gene11613	-0.468693272	0.092620035
Gene11614	-0.286778345	0.106798595
Gene11615	-0.41280238	0.242339147
Gene11616	-0.174939717	0.917114275
Gene11617	-0.431096238	0.210177373
Gene11618	-0.105302373	0.718059959
Gene11619	-0.706726664	0.124920771
Gene11620	-0.025116465	0.95414797
Gene11621	-0.209884349	0.625100695
Gene11622	-0.012594445	0.982224869
Gene11623	-0.789803028	0.544133164
Gene11624	-0.096096229	0.726365936
Gene11625	-0.433561779	0.247817392
Gene11626	-0.234524063	0.559531665
Gene11627	-0.658786227	0.834895277
Gene11628	-0.150432253	0.763895129
Gene11629	-0.151092682	0.638191973
Gene11630	-2.214163454	1
Gene11631	-0.190148165	0.510868344
Gene11632	-0.381457324	0.382088744
Gene11633	-0.030286505	0.90973673
Gene11634	-0.373601291	0.389519424
Gene11635	-0.782141236	0.175600566
Gene11636	-0.17559633	0.688809041
Gene11637	-0.160806273	0.701433604
Gene11638	-0.387159447	0.682975279
Gene11639	-0.005145955	0.98695737
Gene11640	-0.053352386	0.94553494
Gene11641	-0.45001418	0.195241585
Gene11642	-0.778129951	0.528339163
Gene11643	-0.269813946	0.333593807
Gene11644	-0.70218349	1.05E-02
Gene11645	-0.032276806	0.943829329
Gene11646	-0.135859801	0.813041622
Gene11647	-0.317722008	0.31547312
Gene11648	-0.069606219	0.881565444
Gene11649	-0.197877604	0.448160708
Gene11650	-0.034525732	0.900321889
Gene11651	-0.339286315	0.218132381
Gene11652	-0.046962309	0.788010332
Gene11653	-0.001840231	0.996654695
Gene11654	-0.972699225	0.058310874
Gene11655	-0.044693922	0.905419468
Gene11656	-2.053516619	0.013907119
Gene11657	-0.209578335	0.539557651
Gene11658	-3.43751607	0.107579481
Gene11659	-0.030598525	0.898462118
Gene11660	-1.058642865	0.079215528
Gene11661	-0.1248498	0.758455002
Gene11662	-0.318197514	0.349342997
Gene11663	-0.075300539	0.863021367
Gene11664	-0.781004352	0.047517566
Gene11665	-0.284339571	0.435581684
Gene11666	-0.969030853	0.056157159
Gene11667	-0.530057859	0.103156117
Gene11668	-0.25092841	0.606294361
Gene11669	-0.137941004	0.644298512
Gene11670	-0.099482155	0.637202963
Gene11671	-1.903880044	0.005340606
Gene11672	-0.022782885	0.905714097
Gene11673	-0.075012191	0.716990601
Gene11674	-0.248622238	3.75E-01
Gene11675	-0.123539301	0.597828544
Gene11676	-0.272601865	0.332317993
Gene11677	-0.523523908	0.171623869
Gene11678	-0.311430151	0.470461898
Gene11679	-0.645920436	0.028398141
Gene11680	-0.614521808	0.153558855
Gene11681	-0.491096009	0.460476771
Gene11682	-0.891893366	0.006994904
Gene11683	-0.153713915	0.474947537
Gene11684	-0.590441637	0.121451886
Gene11685	-0.198170123	0.382085707
Gene11686	-0.150225555	0.87263915
Gene11687	-0.189784434	0.369434999
Gene11688	-1.293055408	0.681928814
Gene11689	-0.108149806	0.697110419
Gene11690	-0.223739393	0.539903662
Gene11691	-0.661414157	0.054470463
Gene11692	-0.246041492	0.741970515
Gene11693	-0.99587747	0.011518696
Gene11694	-0.027719484	9.50E-01
Gene11695	-0.128731632	0.514826342
Gene11696	-0.791020112	0.048268505
Gene11697	-0.076181612	0.828506903
Gene11698	-0.403910124	0.289176883
Gene11699	-0.468693689	0.069276561
Gene11700	-0.169444351	0.690134228
Gene11701	-0.281331513	0.318357986
Gene11702	-0.027832556	0.990376211
Gene11703	-0.23216677	0.452808842
Gene11704	-0.591703788	0.034248625
